wallet_id,transaction_count,incoming_transaction_count,outgoing_transaction_count,total_received,total_sent,average_received,average_sent,maximum_transaction,amount_variance,unique_counterparties,unique_ips,unique_asns,unique_countries,transactions_per_hour,transactions_per_day,average_time_between_transactions,minimum_time_between_transactions,fan_in_ratio,fan_out_ratio,graph_degree,graph_in_degree,graph_out_degree
11URMbKZKGwnqtsdF2q1JU4Fmt,2,0,2,0.0,15.37245923,0.0,7.68622962,11.40698431,13.8440155,0,2,1,1,60.0,1.0,5139.0,5139.0,0.0,15372459230.0,2,0,2
11USSKzUmQ7vZJXZsZYnzigWac,9,6,3,119.42986865,52.18379544,19.90497811,17.39459848,37.89253648,110.92928555,0,9,3,4,60.0,1.0,1155.625,5.0,2.28863899,0.43694091,9,6,3
11UWB4syv4pWaKET8yKAKJCUr1,8,5,3,4.77279065,1.67171169,0.95455813,0.55723723,1.13476263,0.10488777,0,8,3,3,60.0,1.0,14927.57142857,9361.0,2.85503217,0.35025875,8,5,3
11V8AyVdnpmW7VUEpM1TxsqKCm,1,0,1,0.0,8.29554689,0.0,8.29554689,8.29554689,0.0,0,1,1,1,60.0,1.0,0.0,0.0,0.0,8295546890.0,1,0,1
11aFbUccazhd8XakjiYsg5Q2Qt,6,3,3,2.65291997,2.08513127,0.88430666,0.69504376,1.09989023,0.09541527,0,6,4,3,60.0,1.0,12118.8,537.0,1.27230358,0.78597594,6,3,3
11deBjpybzJMx9J4DBn75PmFxN,23,3,20,30.43483495,346.37277889,10.14494498,4.74483259,12.55726923,6.83937642,0,23,8,7,60.0,1.0,1036.77272727,14.0,0.08786728,11.38080031,23,3,20
11eAHpTKE2Z8F9ACPWQ2H59BTS,6,4,2,62.60194791,75.13136856,15.65048698,37.56568428,39.88503459,128.89136345,0,6,3,2,60.0,1.0,909.0,96.0,0.83323316,1.20014426,6,4,2
11f1g8PDZuhxT2Cb9S9PHsB3H5,14,2,12,21.48338484,156.57965077,10.74169242,3.33148193,15.6577989,7.85068465,0,14,6,6,60.0,1.0,1705.30769231,253.0,0.13720419,7.28840692,14,2,12
11fqAzy97SceWKNtDuW8KVGvA3,9,4,5,22.47931891,14.49831606,5.61982973,2.89966321,7.84615027,5.9892499,0,9,4,4,60.0,1.0,1846.0,133.0,1.55047792,0.64496243,9,4,5
11iBZwXwYxB5qYMGNJ4ZFciRSu,8,3,5,2.50756788,2.87744198,0.83585596,0.5754884,1.13425183,0.08189859,0,8,4,6,60.0,1.0,8511.28571429,1202.0,0.87145732,1.14750313,8,3,5
11isgHKn6UL9Dn7RPJzuK8pDWC,17,5,12,67.38382566,145.69237519,13.47676513,3.03525782,22.68650504,13.71362996,0,17,7,9,60.0,1.0,1172.375,14.0,0.46250756,2.1621268,17,5,12
11m7iehqp6WRxNvyEuqCKwLaGH,7,6,1,30.04679652,3.68273434,5.00779942,3.68273434,6.31278136,1.25096222,0,7,2,2,60.0,1.0,1982.33333333,29.0,8.15882813,0.12256662,7,6,1
11mM6HimG8wRK6s5fgw6mDUQTL,8,4,4,98.26878898,93.04690022,24.56719724,23.26172505,37.13765836,97.77937266,0,8,5,4,60.0,1.0,1412.0,68.0,1.05612104,0.94686117,8,4,4
11o1aw2MZbtefx1NwiZ3b8J2DE,4,0,4,0.0,23.68877553,0.0,5.92219388,7.04131165,2.0597059,0,4,1,1,60.0,1.0,3454.0,2697.0,0.0,23688775530.0,4,0,4
11rDLfa9JtSycfhskTXi38SQRB,3,2,1,3.29516694,6.69275704,1.64758347,6.69275704,6.69275704,5.70692274,0,3,2,1,60.0,1.0,6623.0,3558.0,0.49234821,2.03108284,3,2,1
11raLN3mWivvcR2KGQTqyU3Nz3,23,3,20,35.55906956,255.08549464,11.85302319,3.07331921,16.32693237,7.14666081,0,23,9,9,60.0,1.0,935.72727273,5.0,0.13940059,7.17357056,23,3,20
11s7bpuNwn6D9XqdzVuBLNXAG4,6,3,3,3.22847099,3.96410421,1.076157,1.32136807,1.48244923,0.06200067,0,6,2,4,60.0,1.0,14825.4,718.0,0.81442637,1.22785809,6,3,3
11uxrD1AsZNEBzuWCXqRUectiF,18,3,15,55.8275597,207.9536979,18.60918657,3.40907701,19.68925168,13.30681789,0,18,9,9,60.0,1.0,1376.17647059,106.0,0.26846149,3.72492903,18,3,15
11xoaS7tRruuHuWnf2Lvhtjfd6,13,9,4,26.90719604,15.34047759,2.98968845,3.8351194,6.99394259,5.52328801,0,13,4,3,60.0,1.0,1291.75,109.0,1.75399989,0.57012546,13,9,4
11xoeKkMBMMyGmdRAMvQU6JJ7A,30,13,17,271.4741881,384.67916844,4.68058945,4.63468878,9.74569274,2.91025099,0,30,9,12,60.0,1.0,584.82758621,1.0,0.70571585,1.4170009,30,13,17
124NwspjSCSs3X1hCiKYKZuMzi,5,0,5,0.0,18.05916197,0.0,3.61183239,6.92727861,3.21682739,0,5,1,1,60.0,1.0,777.75,601.0,0.0,18059161970.0,5,0,5
125HjaGDGMJ4z78CVBbER1D1ZX,19,2,17,29.8494002,212.89091109,14.9247001,3.22561987,22.84277315,9.44730798,0,18,7,9,60.0,1.0,1010.22222222,82.0,0.14020984,7.13216713,19,2,17
125kdJRY36Jn5wAcy1HKV7yxB3,30,12,18,249.75576409,392.15200866,4.45992436,4.21668827,7.88976829,2.01887768,0,30,9,11,60.0,1.0,547.89655172,30.0,0.63688508,1.57014197,30,12,18
1276CJn76QwZuHbtahR41qzb17,6,5,1,3.81153325,1.11161303,0.76230665,1.11161303,1.36809824,0.21107097,0,6,2,2,60.0,1.0,10485.2,29.0,3.42883103,0.29164458,6,5,1
12AwfksV395GriQQRd3fAkVQQV,12,6,6,6.60915734,4.34033128,1.10152622,0.72338855,1.47978493,0.29392105,0,12,5,5,60.0,1.0,6249.90909091,173.0,1.52273108,0.65671478,12,6,6
12CWeznzDyW6HMminsBno868nV,5,2,3,1.18402129,2.19639385,0.59201065,0.73213128,1.33285751,0.11817535,0,5,3,4,60.0,1.0,24296.75,9128.0,0.53907513,1.85502902,5,2,3
12CsvCH1TsPwLyXHVtSmfN3ne2,19,6,13,62.06056305,216.77286986,10.34342718,4.0143124,17.57702801,9.21692722,0,19,8,9,60.0,1.0,1095.77777778,150.0,0.28629304,3.49292464,19,6,13
12DzBZAUXDMjLxg1LVeuqbRQV7,4,0,4,0.0,24.96117622,0.0,6.24029405,10.57012827,9.12430902,0,4,1,1,60.0,1.0,2277.0,1361.0,0.0,24961176219.999996,4,0,4
12HG6XcKA5Gf7FrUmfgYNHaFgE,27,15,12,311.44527103,265.0842115,4.58007752,4.6506002,10.42922965,3.09913172,0,27,9,11,60.0,1.0,577.96153846,0.0,1.17489182,0.85114219,27,15,12
12MZy7RqAgM6aYWfzzoJ5VRrDs,5,3,2,1.18308683,1.10431092,0.39436228,0.55215546,0.71141097,0.05308705,0,5,2,3,60.0,1.0,24623.25,15838.0,1.0713349,0.93341494,5,3,2
12NQ8LGYyYSeESUwGKGgtBNBfM,7,4,3,2.15831284,1.85539653,0.53957821,0.61846551,1.23763013,0.15013356,0,7,3,3,60.0,1.0,6920.66666667,1918.0,1.1632623,0.85965134,7,4,3
12RcDJrCT2QDGxabBuhLfneUeS,30,11,19,217.14703363,415.04332865,4.17590449,4.66340819,10.26603011,5.54509715,0,30,9,12,60.0,1.0,593.06896552,0.0,0.52319124,1.91134699,30,11,19
12SXiVjE2uSXmsyz8c9CpCTTyw,17,5,12,70.52039445,140.27653021,14.10407889,3.04948979,20.89497692,16.92085189,0,17,6,7,60.0,1.0,1419.1875,223.0,0.50272411,1.98916259,17,5,12
12Tehs5XvyTWyfdFMveFVHLziw,9,6,3,3.83200393,2.61054083,0.63866732,0.87018028,1.25296074,0.08907207,0,9,4,3,60.0,1.0,10466.375,51.0,1.46789657,0.68124691,9,6,3
12X6BCT3x4zc9yAZFiWVpJCWr4,6,4,2,20.01258986,9.13550689,5.00314746,4.56775344,7.85786812,7.66153946,0,6,2,3,60.0,1.0,2083.8,68.0,2.19063814,0.45648799,6,4,2
12Zd9iHKTnK3GN2VwTfQPsPfmt,10,4,6,19.78836483,26.12313003,4.94709121,4.353855,7.86549998,5.5157948,0,10,6,6,60.0,1.0,1755.55555556,63.0,0.75750359,1.32012575,10,4,6
12Zr2TwiE5oGeNgiKGMVbpsiJw,3,0,3,0.0,20.28942527,0.0,6.76314176,10.11864237,5.86568721,0,3,1,1,60.0,1.0,2999.5,2605.0,0.0,20289425269.999996,3,0,3
12bfSiNKTs7BMFS3RK24JVKaSW,21,5,16,47.97077867,201.10880628,9.59415573,3.1423251,24.48487613,9.58211023,0,20,7,11,60.0,1.0,1071.65,52.0,0.23853147,4.19231899,21,5,16
12cJ1kGg2pdCjijXSzXEqT2raT,34,19,15,398.06261487,300.50068019,4.62863506,3.85257282,7.99398003,2.95697823,0,34,9,12,60.0,1.0,463.93939394,26.0,1.32466461,0.75490807,34,19,15
12caUos3pgUke9MrFuGT37k1ep,38,19,19,454.12527034,402.83855204,4.780266,4.19623492,7.95552816,2.86465328,0,35,9,12,60.0,1.0,448.35135135,3.0,1.12731333,0.88706482,38,19,19
12cihX6xBq8aewqJPCGfimMdTr,4,4,0,12.50107838,0.0,3.12526959,0.0,6.37887289,3.91183588,0,4,1,1,60.0,1.0,4657.0,2543.0,12501078379.999998,0.0,4,4,0
12fDtctDVGfSMpBLzCuXjT1ntY,4,0,4,0.0,21.2147973,0.0,5.30369933,8.28317812,5.82302454,0,4,1,1,60.0,1.0,2082.33333333,1335.0,0.0,21214797300.0,4,0,4
12fqzNvHtqeEq2NovgUxUsopq4,11,4,7,3.22180088,4.29144582,0.80545022,0.61306369,1.40153413,0.21062163,0,11,6,6,60.0,1.0,7032.5,311.0,0.75074952,1.33200219,11,4,7
12j36KwiJ8vF1uRZiTxCH3smZV,12,5,7,73.35136131,73.90097342,14.67027226,2.63932048,22.24825681,25.47633607,0,12,4,5,60.0,1.0,2040.36363636,108.0,0.99256286,1.00749287,12,5,7
12jzxQqRRogNkWd32k8BJzbCrp,10,6,4,4.61208803,2.90876306,0.76868134,0.72719077,1.4893597,0.17893592,0,10,4,3,60.0,1.0,10957.22222222,1443.0,1.58558395,0.63068247,10,6,4
12mhAeT6Joefjq4sykwugL5UWd,39,16,23,342.67730892,477.50563337,4.75940707,4.18864591,9.16702353,3.76322734,0,39,8,11,60.0,1.0,360.07894737,5.0,0.71764035,1.39345565,39,16,23
12nTK4yH6954W3jwJkE52tPQs1,39,19,20,405.99197287,451.31354518,4.61354515,4.90558201,12.10193055,3.85753812,0,37,9,12,60.0,1.0,455.26315789,3.0,0.89957852,1.1116317,39,19,20
12qAWVR48jx9F7R9NvXQ6232ER,46,24,22,532.56127183,478.12362645,4.75501136,4.46844511,10.46406658,3.22411801,0,43,9,12,60.0,1.0,352.42222222,7.0,1.11385684,0.89778144,46,24,22
12r6wqAVcdRfN6tgiE1qKiZxQA,9,4,5,70.58752215,93.69840547,17.64688054,5.20546697,20.95444098,32.60640393,0,9,5,5,60.0,1.0,2283.375,249.0,0.75334817,1.32740749,9,4,5
12r7FW8AJDUPcMbQRLq9Ew2H5y,3,1,2,0.80977057,2.93696184,0.80977057,1.46848092,1.49314251,0.09682753,0,3,3,2,60.0,1.0,16799.5,7751.0,0.27571709,3.62690612,3,1,2
12rAidBroepPj26LDXJixpZD4g,6,4,2,2.3638957,1.13639095,0.59097393,0.56819548,0.85791467,0.03987131,0,6,3,3,60.0,1.0,20440.6,4389.0,2.08017822,0.48072804,6,4,2
12tmBKKmQRfWme6Z6KEFqmzyuR,51,32,19,645.62588892,400.12492493,4.51486636,4.4458325,10.05585234,3.41390183,0,50,9,12,60.0,1.0,326.76,0.0,1.61356079,0.61974734,51,32,19
12xTv7vRvNFwvzWFvvs1MEryxK,29,18,11,378.5641697,222.13666917,4.67363172,4.44273338,9.87908434,4.34741744,0,29,9,11,60.0,1.0,575.64285714,17.0,1.70419486,0.58678736,29,18,11
12xVDgXAdhT7pYPTNVYedtw4R8,11,4,7,88.0057344,148.55523417,22.0014336,21.22217631,39.66105329,83.9133255,0,11,5,6,60.0,1.0,811.3,98.0,0.59241086,1.68801766,11,4,7
12zVSaiwFAdrZVRtmc6ihpU3Pt,36,13,23,310.49314618,441.94435609,4.85145541,3.8429944,8.33512185,4.09951553,0,36,9,12,60.0,1.0,475.74285714,0.0,0.70256163,1.42336268,36,13,23
12zYVVfKSB4nVy9oSqxTj9f9P2,8,3,5,1.09679044,4.11955569,0.36559681,0.82391114,1.1337586,0.15379466,0,8,5,6,60.0,1.0,6068.85714286,2326.0,0.26623998,3.75600984,8,3,5
1314jpMEKXJf7UCHYQNL87j1kc,3,0,3,0.0,1.50302264,0.0,0.50100755,1.05981395,0.15913826,0,3,3,3,60.0,1.0,40441.0,39736.0,0.0,1503022639.9999998,3,0,3
134KA6kZUVHWn7xQ94GM6hd6da,7,3,4,15.35390819,25.06471368,5.1179694,6.26617842,7.58168434,2.61404051,0,7,3,4,60.0,1.0,2143.33333333,496.0,0.61257066,1.63246474,7,3,4
134ftExpjKQgTuBTCCaApttjCQ,10,6,4,4.95783646,3.6024971,0.82630608,0.90062427,1.30775932,0.11380789,0,10,4,5,60.0,1.0,10383.0,547.0,1.37622219,0.72662685,10,6,4
138X4fAThL3Vy4E2Zhb3ahzxw5,11,1,10,9.01898383,164.39881123,9.01898383,4.0097271,9.01898383,3.81315451,0,11,7,6,60.0,1.0,1845.6,8.0,0.0548604,18.22808582,11,1,10
138ajhCX9WeMQdRjez3Mm7hPxz,7,4,3,1.57039997,2.06796081,0.39259999,0.68932027,1.4963589,0.19154728,0,7,4,4,60.0,1.0,15570.33333333,2926.0,0.75939542,1.31683702,7,4,3
13Az7kF1R1d4uRrd8wFqh3db52,5,3,2,2.38651029,1.58695084,0.79550343,0.79347542,0.94995536,0.01832143,0,5,3,3,60.0,1.0,13757.25,464.0,1.50383379,0.66496711,5,3,2
13CqW2oSxaXNUqX4X6hwmbk8Bf,14,3,11,14.98386953,36.19251185,4.99462318,3.29022835,6.84073259,5.06532913,0,13,8,7,60.0,1.0,1168.23076923,2.0,0.41400469,2.41543159,14,3,11
13D2oeGYR5sbiLYbvtV23N4Nso,9,2,7,1.78573294,5.35234824,0.89286647,0.76462118,1.4478128,0.17531195,0,9,7,6,60.0,1.0,9028.875,1706.0,0.33363542,2.9972837,9,2,7
13Dx4ayEQRSyf6uxq2RAkW5MpE,5,1,4,0.38519411,4.07827972,0.38519411,1.01956993,1.35173538,0.1776094,0,5,3,5,60.0,1.0,15543.25,4695.0,0.09445014,10.58759626,5,1,4
13FtFnXuromny41bmeLAiEHz3E,13,7,6,31.53209585,31.13320962,4.50458512,5.18886827,7.54620831,4.46767529,0,13,5,5,60.0,1.0,831.5,30.0,1.01281224,0.98734983,13,7,6
13Fy4vNpjXdBNnth6YFFGPa8FT,33,19,14,450.20010083,303.92935344,4.94725386,4.40477324,8.94742814,3.72654795,0,32,9,10,60.0,1.0,487.09375,0.0,1.48126562,0.67509837,33,19,14
13FzwaTmzQWp6e7Z9huS5ed4Uj,6,3,3,1.46741861,3.10677072,0.48913954,1.03559024,1.46317146,0.24880866,0,6,3,4,60.0,1.0,11866.8,933.0,0.47232923,2.11716732,6,3,3
13J6Wn9L8oNNGxSf7MbNMWKwe2,21,7,14,116.30154379,198.40957876,16.61450626,3.81556882,24.9459858,28.45042104,0,20,8,9,60.0,1.0,1057.6,148.0,0.586169,1.70599265,21,7,14
13LhNvYaq8G7KQqxR9oQF4E4y9,32,15,17,348.89558751,365.49070073,4.98422268,4.56863376,8.28250689,2.64080928,0,32,8,11,60.0,1.0,531.58064516,8.0,0.95459498,1.0475647,32,15,17
13MnzkqFfk2RsHstd3donqYi1F,16,6,10,89.2465892,125.16458516,14.87443153,3.38282663,21.91449245,24.11177092,0,15,7,8,60.0,1.0,1491.06666667,9.0,0.71303388,1.40245791,16,6,10
13QR534TYdd1i2SdUuc45bRnVX,5,2,3,1.03656633,1.96563,0.51828316,0.65521,1.12210899,0.07208118,0,5,4,3,60.0,1.0,15270.0,48.0,0.5273456,1.89628965,5,2,3
13ZNWkFiknAYahia6KWU6tXLA9,4,0,4,0.0,3.13672937,0.0,0.78418234,1.2960416,0.11704054,0,4,4,3,60.0,1.0,19714.33333333,3283.0,0.0,3136729369.9999995,4,0,4
13ZQT1dpJs4tzRW7KjuZWaE52D,25,2,23,28.25419782,274.18858808,14.12709891,2.91689987,15.00351609,5.71551929,0,25,7,11,60.0,1.0,920.29166667,41.0,0.10304659,9.70434871,25,2,23
13ZXZbyCtc5PsCXbXD1KucUCMk,16,4,12,29.35801642,180.28560096,7.3395041,3.67929798,14.23770295,7.51005505,0,16,7,7,60.0,1.0,1468.66666667,68.0,0.16284171,6.14093263,16,4,12
13bNRoopy9abKE6ZcLaNqhB22y,8,2,6,2.11031708,4.45082551,1.05515854,0.74180425,1.41184518,0.19657622,0,8,6,5,60.0,1.0,6057.57142857,407.0,0.4741406,2.10907903,8,2,6
13d4smDpuSYkbxZ5BVqZRcrRSf,9,5,4,3.45939812,2.49539585,0.69187962,0.62384896,1.28555571,0.13053117,0,9,3,4,60.0,1.0,11000.875,673.0,1.38631236,0.72133815,9,5,4
13dJG5b7JFygmnSSS7FouymJYE,7,3,4,3.55739794,2.89153782,1.18579931,0.72288445,1.3822192,0.1456107,0,7,4,4,60.0,1.0,9489.16666667,912.0,1.23027889,0.81282383,7,3,4
13gh17SaMRKV8YvuVcH36f3AyW,19,2,17,37.92216273,288.15993282,18.96108137,4.17623091,22.73037108,9.08418725,0,18,9,10,60.0,1.0,1287.33333333,49.0,0.1316011,7.59872096,19,2,17
13hCGXRnRUejUfCrBdPFFbR6dH,22,6,16,77.22325613,231.40721289,12.87054269,3.79356087,24.69938521,16.81323854,0,20,8,9,60.0,1.0,867.71428571,2.0,0.33371153,2.99660005,22,6,16
13jDrkH2NXEzSbzwoe74axp2Kt,7,0,7,0.0,50.07709078,0.0,7.15387011,11.74424815,7.92009778,0,7,1,1,60.0,1.0,1449.33333333,209.0,0.0,50077090779.99999,7,0,7
13jPxMxXWxbJcV9mbCefWhphyd,8,4,4,2.78794013,2.41118706,0.69698503,0.60279677,0.91297996,0.06510657,0,8,4,5,60.0,1.0,11924.57142857,1916.0,1.15625211,0.86486329,8,4,4
13kwrMVkz3P9i6aXgfkypFaJnu,16,2,14,19.58124967,200.16926026,9.79062483,3.28146328,10.95134577,5.43819074,0,16,7,8,60.0,1.0,1252.06666667,9.0,0.09782346,10.22249671,16,2,14
13nQL8Ny8f4dEWQvVqW1vwVvse,48,19,29,418.58067558,630.46154136,4.59978764,4.53569454,9.76230463,2.65618505,0,47,9,12,60.0,1.0,337.04255319,17.0,0.66392737,1.50618884,48,19,29
13ntZi85WuD2kRdsfFvaA5JM9b,6,2,4,58.97480609,97.75825694,29.48740305,24.43956424,38.39317862,153.94908882,0,6,2,4,60.0,1.0,1061.0,263.0,0.60327187,1.65762744,6,2,4
13q1r2rjm2xto26MBqpthe66mD,14,8,6,5.78895073,5.77179586,0.72361884,0.96196598,1.30311022,0.10428657,0,14,6,5,60.0,1.0,6903.69230769,2445.0,1.00297219,0.99703662,14,8,6
13tc2RgJ2gVctWuEuzixcY7uvb,3,0,3,0.0,17.02533318,0.0,5.67511106,10.98970788,17.38462609,0,3,1,1,60.0,1.0,4346.0,266.0,0.0,17025333180.0,3,0,3
13veRAbdEmUPitksKENmZcvpsJ,9,6,3,4.92319972,2.34362413,0.82053329,0.78120804,1.35788155,0.18978143,0,9,3,3,60.0,1.0,6777.125,666.0,2.10067803,0.47603678,9,6,3
13wXFDuWPLusxFF2jDSNJx5rJP,6,3,3,2.55148059,3.13354428,0.85049353,1.04451476,1.44422793,0.1250856,0,6,4,4,60.0,1.0,12457.8,2019.0,0.8142475,1.22812781,6,3,3
13yEU3ZgmqK55bLhg7FiNyggzC,5,5,0,3.46138907,0.0,0.69227781,0.0,1.14097054,0.11710948,0,5,1,1,60.0,1.0,11464.75,1087.0,3461389070.0,0.0,5,5,0
1422caRGsKpnSWGe8g11aadrrd,18,1,17,16.74256712,263.02421648,16.74256712,3.50698955,16.74256712,4.81071783,0,18,8,9,60.0,1.0,1162.76470588,22.0,0.06365409,15.70990963,18,1,17
145YPzo4gquU6kqznV1pk6MerQ,9,3,6,2.73929032,4.30914834,0.91309677,0.71819139,1.46452004,0.21730529,0,8,5,6,60.0,1.0,12335.625,767.0,0.63569181,1.57308932,9,3,6
146zCFpecrHuYBG2EJns939bKW,24,9,15,167.74945551,220.70538624,18.63882839,4.0128252,22.86024014,30.17193999,0,24,7,8,60.0,1.0,953.43478261,8.0,0.76006054,1.31568467,24,9,15
14AHMarwnakqUJ8hWieGffvRgX,7,0,7,0.0,155.10816687,0.0,22.15830955,36.2266796,105.48480215,0,7,7,6,60.0,1.0,1164.0,67.0,0.0,155108166869.99997,7,0,7
14AgwUjqiiQHK6ep3qsHDYWx3B,25,14,11,321.17409064,222.70355256,4.65469697,4.20195382,7.83860701,3.10613813,0,25,8,11,60.0,1.0,673.125,0.0,1.44215971,0.69340448,25,14,11
14Aqmj76jPtbTqeFc4vRuaTbkx,7,2,5,2.13692827,3.85199319,1.06846414,0.77039864,1.46302526,0.16473323,0,7,5,5,60.0,1.0,8821.0,1727.0,0.5547591,1.80258423,7,2,5
14Bdmf5rrH2SakbH5DDDWF69MP,4,2,2,2.00146332,1.25152845,1.00073166,0.62576422,1.40204342,0.17925072,0,4,3,3,60.0,1.0,15992.33333333,1632.0,1.5992152,0.62530671,4,2,2
14E9wpRjzHPBQVFG1gnq3WqruH,9,4,5,13.66810762,15.05688929,3.41702691,3.01137786,7.28730265,3.98088563,0,9,3,5,60.0,1.0,1880.375,90.0,0.90776437,1.10160746,9,4,5
14FSCupcfv5umWXMiiSuRB4tQi,9,5,4,3.75906519,2.9763239,0.75181304,0.74408097,1.37012608,0.17754175,0,9,2,4,60.0,1.0,10497.25,110.0,1.26298928,0.79177236,9,5,4
14HjHa8YkyWhGhTwzQMoT5f995,7,2,5,8.00697509,19.21992271,4.00348755,3.84398454,7.70592121,6.091226,0,7,4,5,60.0,1.0,2071.0,287.0,0.41659767,2.40039747,7,2,5
14K1eGzvt1nLMzL8bJ2qGfsnbA,19,2,17,21.14934723,253.68872303,10.57467361,3.52345449,16.90113219,4.76665049,0,19,8,11,60.0,1.0,1199.44444444,11.0,0.08336731,11.99510889,19,2,17
14K2VRnxwsBfRxgsRMCvpK7pMY,6,0,6,0.0,40.23814862,0.0,6.7063581,11.66799437,11.01890449,0,6,1,1,60.0,1.0,1928.6,640.0,0.0,40238148620.0,6,0,6
14KS3ATiCtALxYchf9AN7hscmA,4,0,4,0.0,24.96885029,0.0,6.24221257,8.91076295,5.10292517,0,4,1,1,60.0,1.0,2900.0,1810.0,0.0,24968850289.999996,4,0,4
14LN3nNoguebAu9knoTVFkt7Cq,18,7,11,83.13873625,121.52215342,11.87696232,3.19795141,21.5764711,20.42157096,0,17,7,7,60.0,1.0,1191.17647059,11.0,0.68414469,1.4616791,18,7,11
14QvK5ixw6gfZRWecspz3VtdiD,5,3,2,2.13270018,1.58029868,0.71090006,0.79014934,1.31249063,0.12643458,0,5,3,2,60.0,1.0,13850.5,9741.0,1.34955512,0.74098492,5,3,2
