timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,asn,behavior_type,block_height,transaction_size
2024-01-01T19:13:56+00:00,203.0.113.61,192.0.2.83,57388,57079,tx_29c0bf9eaf4caaff,"[""1SXb7AzWpsYjZBC51vBh6yYzue""]","[""1VHYSWnWQyEW9T4GAzh7KQ4PWR""]",[1.13964092],[1.13851931],0.00112161,P2WPKH,BR,64514,NORMAL,900030,547
2024-01-01T17:47:29+00:00,192.0.2.217,198.51.100.215,8333,8333,tx_9d9d5b64e36a5fb4,"[""3P617ntYGeYFeUjJ7runYcfvdR""]","[""bc1qqhMZbbSFwSYqWKuVBxCSK1bvN""]",[0.72223894],[0.72028614],0.0019528,P2PKH,SG,64520,NORMAL,900031,319
2024-01-01T04:36:36+00:00,192.0.2.36,203.0.113.221,2435,39256,tx_ade472021e879c43,"[""1AQbBsGbUcV31uWvgKiB14XJfH""]","[""1NtXaWAfzZ9MgMBSgpvLeNZvZb""]",[0.78982707],[0.78799012],0.00183695,P2WPKH,IN,64518,NORMAL,900032,514
2024-01-01T07:03:17+00:00,203.0.113.211,203.0.113.177,8333,50755,tx_15ed9f02a4c54771,"[""bc1qqbh3bbo1xSWvcA7J6VJTaw7sF""]","[""3PCJHHjQHHU4ubEubyQm5XfgEV""]",[1.15583478],[1.15512224],0.00071254,P2TR,FR,64514,NORMAL,900033,617
2024-01-01T04:22:00+00:00,198.51.100.171,192.0.2.139,8333,8333,tx_d21c082aacbdda71,"[""1vmzqDn1zsZt7YA5mLGqSLuEbh""]","[""1Pm6eyQZzvBSEAb1hpgKJcQZRB""]",[0.72610392],[0.72532192],0.000782,P2WPKH,CA,64515,NORMAL,900034,480
2024-01-01T20:34:20+00:00,198.51.100.215,198.51.100.61,8333,54962,tx_20a32bbcba746c00,"[""3UXR13bDoQ1zMqvaD2k1hoGFmy""]","[""bc1qKmj4RRTskMc41pHDgxrxxVvFh""]",[0.2804228],[0.2796955],0.0007273,P2WPKH,FR,64516,NORMAL,900035,508
2024-01-01T07:18:07+00:00,198.51.100.151,192.0.2.100,55810,8333,tx_65da4fa640932550,"[""1TeLszoxmh2fXHisredFo4eXBa""]","[""1pSmL1BuY175rmTaTiKoUBCQCn""]",[1.20888647],[1.20827475],0.00061172,P2TR,IN,64518,NORMAL,900036,519
2024-01-01T21:59:17+00:00,203.0.113.94,203.0.113.112,8333,8333,tx_9d87e1f44dcdf887,"[""1pSstwbKhALkysxoiQ1cxcA831""]","[""1TeLszoxmh2fXHisredFo4eXBa""]",[0.60856317],[0.60711538],0.00144779,P2SH_P2WPKH,SG,64518,NORMAL,900037,211
2024-01-01T03:57:08+00:00,192.0.2.140,192.0.2.116,8333,8333,tx_385c6c2ac2aa4333,"[""1e9p59HdwFyaosJDwk2mkbgHkc""]","[""1YERMH9zSCK7WbHCe4hCjdmrAF""]",[1.49635622],[1.49462988],0.00172634,P2WPKH,AU,64512,NORMAL,900038,479
2024-01-01T21:10:32+00:00,203.0.113.191,198.51.100.38,8333,41329,tx_9a65cde25b981714,"[""3kGvbwrw8KLXKHE1phdSELiZuz""]","[""3PzVgJyo6QuNC8SSWJvRmwXtTi""]",[1.25097015],[1.25009919],0.00087096,P2WPKH,US,64519,NORMAL,900039,446
2024-01-01T01:55:26+00:00,203.0.113.108,203.0.113.131,8333,8333,tx_c0e7d042e8ace00e,"[""bc1qqJcPvGA2ceMqFBtuREbg2B6dp""]","[""1C3HgfZ3teLivfuYSsfaYhFi5D""]",[0.12077474],[0.12052402],0.00025072,P2WPKH,SG,64516,NORMAL,900040,458
2024-01-01T23:48:34+00:00,192.0.2.43,198.51.100.221,8333,48399,tx_840d21163ed5e725,"[""1gMezvVXNnCKL7tcBzyABT8bgT""]","[""bc1q6JVjUYfVTJEqZ8PU8KkkeYajL""]",[1.3804204],[1.37993602],0.00048438,P2TR,GB,64520,NORMAL,900041,290
2024-01-01T19:20:39+00:00,192.0.2.97,198.51.100.50,8333,11574,tx_003ac9c32459766e,"[""16om9JJXD6PnciKWptYUZSDHCD""]","[""1a4giJ6Khf5wpM4WTrCxhaDxeV""]",[0.9917235],[0.99126548],0.00045802,P2SH_P2WPKH,IN,64516,NORMAL,900042,253
2024-01-01T12:53:58+00:00,198.51.100.214,192.0.2.27,8333,8333,tx_8c6631005c8fccc4,"[""3LdPrnSp9wxj8pFVsmB7EZSsNt""]","[""1UAhoSG38GSYLmfCipRrmsjj6r""]",[0.75398693],[0.75247482],0.00151211,P2SH_P2WPKH,BR,64512,NORMAL,900043,318
2024-01-01T05:14:40+00:00,198.51.100.193,192.0.2.215,8333,8333,tx_26bb4fb346765ca0,"[""1VqDKhUSUR6Y2Y7McXgRLYsrKr""]","[""3jPZLwBvjycCK7X9pHotcqCkzN""]",[1.20062087],[1.1993706],0.00125027,P2PKH,IN,64512,NORMAL,900044,689
2024-01-01T20:21:02+00:00,198.51.100.54,198.51.100.176,52067,8333,tx_05fd271cf341282c,"[""1UVDecFnHzLbZDcLCMtFRthwLS""]","[""3qKFa76offxQGxwjYvmUT4h7xr""]",[0.96770896],[0.96739482],0.00031414,P2WPKH,GB,64520,NORMAL,900045,359
2024-01-01T03:09:56+00:00,203.0.113.131,198.51.100.174,37594,8333,tx_58ec2e6b9c10c21e,"[""1wMRdp1L4ebDwRUMrQtks9ajfe""]","[""1dg4gp7qEhEHj6BGCc5B1TVmfX""]",[1.21927147],[1.21816041],0.00111106,P2SH_P2WPKH,DE,64513,NORMAL,900046,260
2024-01-01T16:26:17+00:00,198.51.100.170,198.51.100.30,24066,8333,tx_66fb940dc0fc04a8,"[""1RKfDnAxaydswnZ39Ys6LvkcxW""]","[""19C38go3V9oNjpaqVGDgpoE3Kd""]",[1.41564766],[1.41533966],0.000308,P2SH_P2WPKH,GB,64519,NORMAL,900047,330
2024-01-01T08:59:51+00:00,198.51.100.137,203.0.113.241,8333,8333,tx_1d32575c2840bc32,"[""1pGkYgHPhWXzAWbyQFAKhoCRHy""]","[""1pg6ycX9Jo373YZFiPUXLswyF2""]",[0.51667397],[0.51660271],7.126e-05,P2SH_P2WPKH,GB,64517,NORMAL,900048,358
2024-01-01T14:24:52+00:00,192.0.2.140,198.51.100.83,8333,8333,tx_bf3c9778b60ff678,"[""37kvkyArDtaMdNq8HvDrJSbAGe""]","[""1ZYrpVy6RgKWhAxBhtNThgdSw5""]",[0.52027516],[0.51957456],0.0007006,P2SH_P2WPKH,NL,64520,NORMAL,900049,564
2024-01-01T10:56:38+00:00,192.0.2.171,192.0.2.154,8333,8333,tx_20726718b794733a,"[""1NFNrB5Zh8aZDzrPPouiuAG7AH""]","[""15fQvL8fzTRRLQ2MYDq2EUrhqA""]",[1.42032264],[1.41897936],0.00134328,P2WPKH,DE,64514,NORMAL,900050,313
2024-01-01T08:04:15+00:00,198.51.100.132,192.0.2.47,8333,63445,tx_5a506b8fe30e76ad,"[""1C9gLkSA8sjDhMKnss6PftY2gz""]","[""1m8D2VMTATmETZrgXxwpo4n9aE""]",[0.22330561],[0.22204746],0.00125815,P2WPKH,SG,64518,NORMAL,900051,608
2024-01-01T01:32:33+00:00,203.0.113.88,203.0.113.47,8333,8333,tx_5bf3a8189cb25d5a,"[""1kq714Jq1jes37Eas1RfaqJYXq""]","[""1Vj6tjMxZz82t9tq7G5CQ5AdtG""]",[0.81884157],[0.81823563],0.00060594,P2PKH,FR,64518,NORMAL,900052,223
2024-01-01T13:28:29+00:00,198.51.100.143,198.51.100.134,8333,8333,tx_3a39611a39d3d4f3,"[""1Xhpjj5khbteLg4zNbr1XWZzXd""]","[""3PzVgJyo6QuNC8SSWJvRmwXtTi""]",[0.45974528],[0.45960939],0.00013589,P2TR,ZA,64517,NORMAL,900053,483
2024-01-01T05:27:38+00:00,198.51.100.211,198.51.100.72,19369,49191,tx_e3c9d7939f47120f,"[""16om9JJXD6PnciKWptYUZSDHCD""]","[""1umfY2CD5RKEFKja5W4Qa1BMxT""]",[0.19857371],[0.19786826],0.00070545,P2WPKH,IN,64516,NORMAL,900054,649
2024-01-01T12:14:17+00:00,192.0.2.219,192.0.2.7,35327,8333,tx_97d2e0bfcf24e29a,"[""3bPkrxokitmHgXDGJcLFLrKnEm""]","[""1Gx5Vtxwc74ibv16qwGBTYXExS""]",[0.29001985],[0.28816822],0.00185163,P2WPKH,ZA,64519,NORMAL,900055,551
2024-01-01T18:57:01+00:00,198.51.100.12,203.0.113.47,8333,8333,tx_ea9f8ee1d8a71032,"[""1ktSoBvW9gb2Sedj26iU9xWC4H""]","[""37kvkyArDtaMdNq8HvDrJSbAGe""]",[0.71894701],[0.71764168],0.00130533,P2TR,JP,64517,NORMAL,900056,423
2024-01-01T13:10:55+00:00,198.51.100.243,198.51.100.224,8333,8333,tx_38b2384c519f6a7a,"[""14rNPyuUTx8xrFpiwf1hrhR4La""]","[""bc1qPzynxdADrAELC72bfw3r9bP5M""]",[1.33961613],[1.3384957],0.00112043,P2PKH,US,64517,NORMAL,900057,550
2024-01-01T20:04:59+00:00,192.0.2.64,203.0.113.133,8333,8333,tx_d6a040fe1f9e132e,"[""1WRga8meaXc4fov9qX1JQ9GwZa""]","[""1nuHByUwj92EW4ZWuzbwB76T4v""]",[0.26250218],[0.26058407],0.00191811,P2PKH,BR,64517,NORMAL,900058,265
2024-01-01T10:11:06+00:00,198.51.100.218,192.0.2.133,8333,8333,tx_d1184fc255328ee9,"[""bc1qWmXhCt95nrW3KD3sDy3MLZSub""]","[""1gyEuTXowa7GtUVwM32gJwAmxi""]",[0.36070389],[0.35963006],0.00107383,P2SH_P2WPKH,AU,64516,NORMAL,900059,275
2024-01-01T01:26:55+00:00,198.51.100.254,203.0.113.233,8333,8333,tx_bb6a1a8917695589,"[""11UWB4syv4pWaKET8yKAKJCUr1""]","[""1pTa8p5XVrQZe7VZFg3osxjaLW""]",[0.9351247],[0.93374614],0.00137856,P2SH_P2WPKH,AU,64520,NORMAL,900060,274
2024-01-01T03:50:42+00:00,203.0.113.82,198.51.100.216,33892,8333,tx_6e2b5ff2e847d818,"[""13q1r2rjm2xto26MBqpthe66mD""]","[""1RKhRBPqQqKxx3CSsFokQNbkCK""]",[0.38983732],[0.38933373],0.00050359,P2TR,AU,64513,NORMAL,900061,510
2024-01-01T05:56:43+00:00,198.51.100.218,203.0.113.178,8333,8333,tx_9d699b1af3e1aa01,"[""1U7ppQt9c4eccNj8TPxjqUxo4K""]","[""1v8aALBBMnFPazKw6HDhcJ9hLg""]",[1.25396274],[1.25386839],9.435e-05,P2PKH,SG,64516,NORMAL,900062,602
2024-01-01T11:27:41+00:00,198.51.100.207,192.0.2.200,8333,13867,tx_d9581efe9be160db,"[""bc1qZiYTkYTnvVYB6d2sqFK3JFbKB""]","[""1gnQafHXWENpow9BanvX1MTCAX""]",[0.51421155],[0.51355124],0.00066031,P2WPKH,AU,64519,NORMAL,900063,482
2024-01-01T15:43:15+00:00,198.51.100.244,198.51.100.213,8333,8333,tx_bd42f8f4481adb9e,"[""1t99TfmypZLvmcxMnpchEDEgnK""]","[""1GLjeQXcaPUpcNPmWJLHF8oDM8""]",[0.71697624],[0.71611749],0.00085875,P2WPKH,IN,64517,NORMAL,900064,241
2024-01-01T12:44:06+00:00,192.0.2.219,192.0.2.5,8333,53613,tx_1f78858e888d27a5,"[""1j8j55HbEYnpuPzwFVnLQrcKxi""]","[""1XPLmQ9uVyfaqNCnL2pu8F9wmA""]",[0.24027638],[0.23897711],0.00129927,P2TR,DE,64520,NORMAL,900065,396
2024-01-01T07:19:18+00:00,198.51.100.236,203.0.113.85,50296,8333,tx_1accaab991df7092,"[""37qKLbmch55Ax8w1G5rrsqJC8q""]","[""1XPLmQ9uVyfaqNCnL2pu8F9wmA""]",[0.97570443],[0.97479571],0.00090872,P2PKH,AU,64517,NORMAL,900066,366
2024-01-01T03:01:43+00:00,198.51.100.174,203.0.113.13,8333,6821,tx_388c83a76682ea6d,"[""134ftExpjKQgTuBTCCaApttjCQ""]","[""33mnHJh4du2xnXfhWYCXpxiqbt""]",[0.35127584],[0.35086817],0.00040767,P2SH_P2WPKH,CA,64514,NORMAL,900067,348
2024-01-01T08:25:13+00:00,203.0.113.250,203.0.113.223,8333,8333,tx_9cbf6ff4d0047e33,"[""1vtToLJMqPS6crMYg4SLmWYwi8""]","[""1314jpMEKXJf7UCHYQNL87j1kc""]",[0.28968563],[0.28875297],0.00093266,P2WPKH,FR,64513,NORMAL,900068,422
2024-01-01T08:49:41+00:00,192.0.2.205,203.0.113.48,8333,57841,tx_80a0d9f2b095c097,"[""1yMte9krDH9TcDLL6LdhWbCRsy""]","[""bc1qGEfshvNCyitYQGSXnJdWbNAHf""]",[1.33086481],[1.32983972],0.00102509,P2TR,JP,64513,NORMAL,900069,420
2024-01-01T19:56:38+00:00,203.0.113.29,198.51.100.189,33442,8333,tx_502bdb85f89fe494,"[""1vCvDRd6LfS6qij6BZzYkueJsB""]","[""1WwBKrPfd9Z7Suns7Mci5sLbWS""]",[0.99685942],[0.99541909],0.00144033,P2WPKH,SG,64518,NORMAL,900070,585
2024-01-01T02:11:22+00:00,198.51.100.158,192.0.2.229,8333,63857,tx_8e16890a84c70a67,"[""1iBVPoEhpATgkVxE6z79q8eoRP""]","[""1YVM8Ypi27ST3cc1u6sfghLyZc""]",[1.09091261],[1.09063319],0.00027942,P2TR,JP,64517,NORMAL,900071,694
2024-01-01T07:03:38+00:00,198.51.100.160,198.51.100.4,3544,8333,tx_c564a423c2fe146b,"[""bc1qrf5iNRnppoRiiscwUtFFH8K68""]","[""1Wb6W1EwzBk76fB1R8FqUGuZjM""]",[0.93288059],[0.93170281],0.00117778,P2SH_P2WPKH,CA,64517,NORMAL,900072,504
2024-01-01T05:20:35+00:00,203.0.113.60,198.51.100.232,58574,34516,tx_0c8f7cb2460c286d,"[""1S5yWxKrwLM6cW1QDKdsLpgGWQ""]","[""169T5RbsrQ1X54sPcimq468dQ1""]",[0.142859],[0.14151581],0.00134319,P2WPKH,SG,64519,NORMAL,900073,510
2024-01-01T07:00:47+00:00,192.0.2.136,203.0.113.183,34161,13771,tx_84348398a6b44035,"[""bc1qPGpjuyakf3fVBkyqazFC5Qv9Z""]","[""16TynLMeoWqjVgtHNxtCEC6pfH""]",[0.93259383],[0.93159547],0.00099836,P2PKH,FR,64512,NORMAL,900074,443
2024-01-01T15:33:33+00:00,203.0.113.60,192.0.2.219,8333,48604,tx_eab4261d727b6630,"[""1PJDN93md4J98wWWTBqNFyKfBs""]","[""12zYVVfKSB4nVy9oSqxTj9f9P2""]",[0.72628886],[0.72552677],0.00076209,P2SH_P2WPKH,IN,64514,NORMAL,900075,430
2024-01-01T06:19:53+00:00,198.51.100.85,203.0.113.211,8333,15883,tx_8cbaaecaba0f767c,"[""bc1q9UrAidBM5cbo8CMvyAo2qMyTT""]","[""1cjBLYK5tK1W3EKue84YL1UPjv""]",[0.83115397],[0.83009925],0.00105472,P2TR,NL,64519,NORMAL,900076,512
2024-01-01T17:28:11+00:00,203.0.113.184,203.0.113.212,8333,39057,tx_05084f9c866d6f3e,"[""bc1qqhMZbbSFwSYqWKuVBxCSK1bvN""]","[""1Mq51Wgd75bEZH9Py5yGQKBVvb""]",[0.63875837],[0.63820756],0.00055081,P2PKH,AU,64514,NORMAL,900077,385
2024-01-01T22:33:12+00:00,192.0.2.55,203.0.113.7,32114,3936,tx_e01d41296fd93ca1,"[""12zYVVfKSB4nVy9oSqxTj9f9P2""]","[""3iyjtLra7AqsKC76K2sckSha9N""]",[0.20863482],[0.20728024],0.00135458,P2SH_P2WPKH,BR,64513,NORMAL,900078,248
2024-01-01T16:58:03+00:00,198.51.100.28,198.51.100.72,8333,8333,tx_cc25e40451ac6529,"[""1Z8o4vQHhZP84qi8VLdp1WNGtp""]","[""bc1qXjY21bcT12aoJbK2ZumkUtC77""]",[0.86363672],[0.86215008],0.00148664,P2PKH,SG,64520,NORMAL,900079,272
2024-01-01T02:36:33+00:00,203.0.113.221,198.51.100.249,8333,8333,tx_dab37995ecbb3743,"[""1BiXWmSxjpfoYLgugQmkmkStL6""]","[""1zsLg5QVekrPQKUvCGHXv79vtH""]",[0.4214718],[0.42009975],0.00137205,P2PKH,GB,64514,NORMAL,900080,272
2024-01-01T06:52:47+00:00,198.51.100.182,198.51.100.241,8333,8333,tx_629e1404c85eb389,"[""13bNRoopy9abKE6ZcLaNqhB22y""]","[""32bqJEykYUsyaNM2YZgRvVfEQA""]",[1.07156139],[1.07076304],0.00079835,P2TR,BR,64516,NORMAL,900081,204
2024-01-01T01:20:43+00:00,203.0.113.51,203.0.113.2,8333,58542,tx_081e1ac272795a1b,"[""1DfZpy9x5JrswTNsZJu1KoLvee""]","[""1Vajk68ASSme7pzB5QDNDfwS8F""]",[1.04629209],[1.0453711],0.00092099,P2SH_P2WPKH,IN,64519,NORMAL,900082,355
2024-01-01T22:25:48+00:00,198.51.100.231,192.0.2.139,8333,8333,tx_9636543ef5f88658,"[""1NGXPfjtfnpt31HZgRLSjQ9zc3""]","[""37bKFFSaXNv2e9qTDBuoBEffZA""]",[0.50728357],[0.50691094],0.00037263,P2PKH,SG,64514,NORMAL,900083,573
2024-01-01T12:43:27+00:00,198.51.100.216,198.51.100.80,8333,8333,tx_0d28c3fa148981df,"[""1xfsjg1WRWsUygg7Niks2WaNeD""]","[""1p1AbUYz6stmiA41XC39KvQkku""]",[1.45490298],[1.45371941],0.00118357,P2WPKH,CA,64513,NORMAL,900084,289
2024-01-01T09:44:15+00:00,203.0.113.63,203.0.113.99,8333,8333,tx_e87536c591a194d2,"[""1NrAszf1JwA9bHtC8jx291PssG""]","[""bc1qty5DzyW66SzCK57BJ8mAYAxEa""]",[1.08123823],[1.0807726],0.00046563,P2WPKH,SG,64517,NORMAL,900085,460
