wallet_id,transaction_count,incoming_transaction_count,outgoing_transaction_count,total_received,total_sent,average_received,average_sent,maximum_transaction,amount_variance,unique_counterparties,unique_ips,unique_asns,unique_countries,transactions_per_hour,transactions_per_day,average_time_between_transactions,minimum_time_between_transactions,fan_in_ratio,fan_out_ratio,graph_degree,graph_in_degree,graph_out_degree
1SZNjBbfVPzMcMwQTqhUuoMfGd,38,17,21,400.49838233,408.55162466,4.76783788,4.00540808,9.0735264,3.04161826,0,38,9,10,60.0,1.0,74.48648649,0.0,0.98028831,1.02010805,38,17,21
1ScMwJaWx1smgeasT8TAAdeeq7,6,4,2,13.26740079,8.00401144,3.3168502,4.00200572,6.13730986,3.49752168,0,6,2,3,60.0,1.0,197.4,60.0,1.65759393,0.60328406,6,4,2
1SyLruKWBUKg4mazAWviV6oZ8C,27,18,9,454.28439502,202.13770105,5.34452229,4.49194891,7.93385124,2.62695567,0,27,9,9,60.0,1.0,127.07692308,0.0,2.24740062,0.4449585,27,18,9
1TLXs5QHGohYfgDW79L1SNvgRt,15,4,11,76.64721415,130.66897136,19.16180354,3.11116598,24.83130027,25.9904028,0,15,7,7,60.0,1.0,289.14285714,92.0,0.58657548,1.70481045,15,4,11
1TLstYQWms3N6vqA4JrS5bXCDz,6,0,6,0.0,34.41107513,0.0,5.73517919,9.89161123,9.54341097,0,6,1,1,60.0,1.0,281.8,12.0,0.0,34411075130.0,6,0,6
1TeLszoxmh2fXHisredFo4eXBa,9,5,4,3.63004698,3.34745068,0.7260094,0.83686267,1.46265872,0.15090142,0,9,3,5,60.0,1.0,8646.625,404.0,1.08442135,0.92215079,9,5,4
1U7ppQt9c4eccNj8TPxjqUxo4K,5,2,3,0.87846555,3.02856305,0.43923278,1.00952102,1.2715766,0.10538817,0,5,4,4,60.0,1.0,14769.0,621.0,0.29006018,3.44756041,5,2,3
1UdSnhTK8S2MBtgWvmQ6Uw7GUe,6,3,3,2.35763557,1.76300752,0.78587852,0.58766917,1.13393088,0.11119135,0,6,3,4,60.0,1.0,13423.0,1598.0,1.3372805,0.74778627,6,3,3
1UsefiMWVVkEZXszspBj6KZjhg,12,5,7,4.58122243,3.72146652,0.91624449,0.53163807,1.29363407,0.13883681,0,12,6,5,60.0,1.0,6784.90909091,552.0,1.2310261,0.81233046,12,5,7
1UshYiMCncmygsPFjeuCRLomK9,20,6,14,77.92914852,223.5865484,12.98819142,3.92257102,21.18421613,15.73707534,0,19,7,8,60.0,1.0,243.94736842,2.0,0.34854131,2.86910036,20,6,14
1VCk5CCpZ8R3UJcH9BewH1NWnA,13,6,7,23.71117087,30.96614505,3.95186181,4.42373501,7.5262084,4.86012129,0,12,7,5,60.0,1.0,111.33333333,10.0,0.76571271,1.30597284,13,6,7
1VLQTHAL11auqw9PKXb1mYqXL1,5,0,5,0.0,37.59435766,0.0,7.51887153,11.73429853,11.19443865,0,5,1,1,60.0,1.0,207.5,54.0,0.0,37594357660.0,5,0,5
1VVS1o3Kf2a9yL1LFEwM2rumuJ,36,18,18,424.01445028,375.34088983,4.46331,3.86949371,7.96600703,2.54863945,0,36,9,11,60.0,1.0,94.62857143,0.0,1.12967828,0.88520778,36,18,18
1W4BdUuoSY2RkUCPECJJVyA3gg,18,3,15,42.28840035,232.4198525,14.09613345,4.00723884,20.66661766,10.0454653,0,17,8,8,60.0,1.0,230.47058824,0.0,0.18194831,5.49606631,18,3,15
1WGEeP44KYfyvikXKb1w7U9yHo,6,3,3,2.17417429,1.67812842,0.72472476,0.55937614,1.0630349,0.04187239,0,6,4,4,60.0,1.0,9440.8,10.0,1.2955947,0.77184632,6,3,3
1WNcrgfXnjQnV87qjF1NPvhtKc,6,1,5,7.65656993,19.15778178,7.65656993,3.83155636,7.65656993,4.22238151,0,6,5,4,60.0,1.0,254.4,42.0,0.39965848,2.50213633,6,1,5
1WZZ6SQZ1jGwtgkBqZ9VBCddjx,5,0,5,0.0,17.95069854,0.0,3.59013971,7.93377284,5.32997314,0,5,3,4,60.0,1.0,320.25,168.0,0.0,17950698540.0,5,0,5
1WbiPLHQZyYW7toXqvMEQMT3dx,17,4,13,41.09209082,147.5584672,10.2730227,3.07413473,18.45746809,8.09650151,0,17,6,8,60.0,1.0,304.375,0.0,0.27848006,3.59092137,17,4,13
1WwBKrPfd9Z7Suns7Mci5sLbWS,31,13,18,284.71483545,367.39396183,4.66745632,4.08215513,9.0735264,3.46502315,0,29,9,11,60.0,1.0,100.06666667,0.0,0.77495785,1.29039276,31,13,18
1XFw7PwcQ8qJdFtUwcruggkic2,5,0,5,0.0,4.58476794,0.0,0.91695359,1.36744037,0.11257776,0,5,4,4,60.0,1.0,11416.5,285.0,0.0,4584767940.0,5,0,5
1XPX7VomVM5L3tn82wNi7ktBpG,20,4,16,52.89317258,242.30290667,13.22329314,4.57175296,18.10997487,13.54690092,0,20,8,9,60.0,1.0,236.21052632,3.0,0.2182936,4.58098645,20,4,16
1Xhpjj5khbteLg4zNbr1XWZzXd,31,11,20,190.22835819,394.89161734,4.04741188,4.24614642,10.11168607,3.75231139,0,31,9,11,60.0,1.0,117.83333333,0.0,0.48172296,2.07588196,31,11,20
1XoxaLrMArx7uak9Eo3WRnxa81,40,18,22,320.40484279,406.50236777,4.57721204,3.76391081,8.50185659,3.4449891,0,40,9,12,60.0,1.0,87.92307692,0.0,0.7881992,1.26871481,40,18,22
1Y7AbrUEgi7VnH7355doHrV2zY,4,3,1,70.75040617,36.43204401,23.58346872,36.43204401,36.43204401,77.26892876,0,4,2,2,60.0,1.0,1346.33333333,416.0,1.94198289,0.5149376,4,3,1
1YVM8Ypi27ST3cc1u6sfghLyZc,10,3,7,17.19090055,35.21347734,5.73030018,5.03049676,7.83602649,3.79776476,0,10,7,5,60.0,1.0,194.88888889,4.0,0.48819094,2.04837886,10,3,7
1YwUisNdw7za3FEzxmydXJ35kJ,18,4,14,68.57763853,177.67818363,17.14440963,3.01149464,21.2496358,14.853543,0,16,7,6,60.0,1.0,271.64705882,0.0,0.38596544,2.59090554,18,4,14
1Ywmk7xF9LpVruMJoTfi6DVEuT,10,4,6,18.37837568,27.18888311,4.59459392,4.53148052,7.83339497,3.49094082,0,10,4,6,60.0,1.0,145.66666667,28.0,0.67595184,1.47939533,10,4,6
1ZAvU6FuVyP2T4SZQGR6QF2M7v,4,3,1,2.3095077,1.40430641,0.7698359,1.40430641,1.40430641,0.19056872,0,4,2,2,60.0,1.0,16360.33333333,15407.0,1.64458959,0.60805444,4,3,1
1ZS9rwayd2CDyvDv4G3W4QnDJQ,5,4,1,21.67007134,1.12194079,5.41751783,1.12194079,7.68682246,7.00405705,0,5,2,2,60.0,1.0,369.25,191.0,19.31480835,0.05177375,5,4,1
1ZYrpVy6RgKWhAxBhtNThgdSw5,2,0,2,0.0,9.15233251,0.0,4.57616626,7.00282367,5.88866621,0,2,1,1,60.0,1.0,801.0,801.0,0.0,9152332510.0,2,0,2
1ZdzatdkgA8qVCBEtD93U6kUDu,5,2,3,12.38139538,13.65088864,6.19069769,4.55029621,6.89552084,1.85041349,0,5,4,4,60.0,1.0,377.75,108.0,0.90700289,1.10253233,5,2,3
1ZpacemdFVQSWrkemZAP2X7KT6,19,3,16,44.73531942,189.64124943,14.91177314,3.21425846,19.83068078,11.56886712,0,18,7,9,60.0,1.0,287.0,31.0,0.23589446,4.23918398,19,3,16
1aHRFaSPuxPYsXyf1Zy9VBF5Zi,2,0,2,0.0,7.8351451,0.0,3.91757255,5.11584836,1.43586492,0,2,1,1,60.0,1.0,237.0,237.0,0.0,7835145100.0,2,0,2
1aqGz4twttfSjMk9o2iYKHTSRp,4,3,1,16.20785601,4.51441794,5.40261867,4.51441794,6.51187457,1.9843613,0,4,1,2,60.0,1.0,182.0,152.0,3.59024269,0.2785327,4,3,1
1arjpL2dqLhzEMDDKJbMrVj8JA,28,15,13,305.39959609,255.00893087,4.49117053,4.04776081,8.15148426,3.25165827,0,28,9,10,60.0,1.0,126.40740741,0.0,1.19760353,0.83500088,28,15,13
1augSe71ZjvvQciffKLk7X5NJh,5,2,3,8.43987326,16.59671052,4.21993663,5.53223684,7.21932742,2.32417996,0,5,4,4,60.0,1.0,424.5,29.0,0.50852687,1.96646443,5,2,3
1axU1KtVRkMak37bhPwUgiwJNJ,19,11,8,220.35441278,169.75131736,4.59071693,5.65837725,10.11168607,4.32979381,0,18,8,8,60.0,1.0,148.77777778,0.0,1.29810134,0.77035588,19,11,8
1bEEbaqHcXgoAmmj2Rezja3HB4,26,16,10,328.9141869,194.92728337,4.44478631,4.06098507,7.73515828,2.85367717,0,26,8,8,60.0,1.0,100.84,0.0,1.68736865,0.59263872,26,16,10
1cFeF15nh4F5z3xN5ZGJjYEb9o,4,2,2,0.57682831,0.69514686,0.28841416,0.34757343,0.40507369,0.00768789,0,4,3,2,60.0,1.0,22244.66666667,897.0,0.82979345,1.20511918,4,2,2
1cGw8W9tWjacfMqzVguozZUvcV,7,5,2,3.27655191,2.25736027,0.65531038,1.12868014,1.3012049,0.12634939,0,7,2,3,60.0,1.0,12264.83333333,1030.0,1.45149711,0.68894384,7,5,2
1cUSGBnpiRvRFH6UhGaqtgtmkJ,4,0,4,0.0,23.62930482,0.0,5.90732621,7.89439522,6.59243162,0,4,1,1,60.0,1.0,593.66666667,22.0,0.0,23629304820.0,4,0,4
1cUveXZrCmeCou97RjffyMZyRT,8,4,4,12.26111541,24.18864378,3.06527885,6.04716094,7.12392517,2.99569406,0,8,3,4,60.0,1.0,191.14285714,3.0,0.50689553,1.97279309,8,4,4
1cffofKrm2wwjyLEafZDpSKi4s,12,1,11,5.25428055,162.07642119,5.25428055,4.05191053,9.45747935,4.68443879,0,12,7,6,60.0,1.0,354.36363636,29.0,0.03241854,30.84654876,12,1,11
1dA4BHCaSfdh2yoojuK6EVfXxX,1,0,1,0.0,1.28607918,0.0,1.28607918,1.28607918,0.0,0,1,1,1,60.0,1.0,0.0,0.0,0.0,1286079180.0,1,0,1
1dg4gp7qEhEHj6BGCc5B1TVmfX,6,2,4,2.30614225,2.54365387,1.15307113,0.63591347,1.25611321,0.13887618,0,6,4,3,60.0,1.0,8639.6,820.0,0.90662581,1.10299088,6,2,4
1doha6XomfsnKUfwMHadgP9gdY,29,15,14,311.2119767,301.38644086,4.32238857,4.49830509,8.35756693,3.42182524,0,29,9,12,60.0,1.0,116.0,0.0,1.03260112,0.96842816,29,15,14
