timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,asn,behavior_type,block_height,transaction_size
2024-01-01T18:43:00+00:00,198.51.100.96,203.0.113.194,8333,35735,tx_f7b6beb376345a2e,"[""1DA23GXgwr5WTyhdDnmRYSGAim""]","[""1Gx5Vtxwc74ibv16qwGBTYXExS""]",[0.65176248],[0.65048507],0.00127741,P2TR,US,64513,NORMAL,900026,595
2024-01-01T15:02:21+00:00,192.0.2.228,203.0.113.160,8333,52244,tx_37db525dbd83a841,"[""3NP1CxAdjS5Aph26paERTWNBQL""]","[""1tkSLW5m4BVTXWENfAMxnMoxPS""]",[1.19309529],[1.19177382],0.00132147,P2WPKH,ZA,64517,NORMAL,900027,323
2024-01-01T21:30:38+00:00,203.0.113.171,203.0.113.217,8333,47872,tx_08c566297897fee9,"[""bc1q2RxX3hRQHp2Ps5PGojh7repqN""]","[""1peGG4jzaFhF47TNnX7kr91cBT""]",[0.91354593],[0.91281277],0.00073316,P2SH_P2WPKH,GB,64512,NORMAL,900028,443
2024-01-01T17:00:12+00:00,203.0.113.221,203.0.113.31,8333,8333,tx_ee7b330f9ad5cb79,"[""bc1q7PrcyxTgpAGxBttCyT2CpNsTt""]","[""bc1qJK8dkbRzSuPrtAK3Kn6PViHpX""]",[1.05698252],[1.05604443],0.00093809,P2PKH,IN,64515,NORMAL,900029,605
2024-01-01T21:12:22+00:00,198.51.100.231,198.51.100.201,9727,34104,tx_3dc0b09adfa2018c,"[""bc1qtGnBLc1cT6Fv8W8ivAYnKZnJT""]","[""bc1q2RxX3hRQHp2Ps5PGojh7repqN""]",[0.59709316],[0.59541596],0.0016772,P2PKH,AU,64519,NORMAL,900030,492
2024-01-01T19:46:13+00:00,198.51.100.151,192.0.2.126,8333,8333,tx_4fab36d4e7426db0,"[""1pCYaRc8HrHnVEgKmYD89w5VCz""]","[""1NcqbRWMxDmGdRFwrT3MpXntRR""]",[1.29986279],[1.29976743],9.536e-05,P2PKH,ZA,64519,NORMAL,900031,514
2024-01-01T09:04:19+00:00,192.0.2.127,203.0.113.193,8333,8333,tx_f178ba83fab92265,"[""12AwfksV395GriQQRd3fAkVQQV""]","[""176MjKLVfnUBmVPV3oxPgUJhs4""]",[0.78141082],[0.77950957],0.00190125,P2SH_P2WPKH,CA,64514,NORMAL,900032,391
2024-01-01T23:22:07+00:00,203.0.113.73,192.0.2.42,8333,8333,tx_ea9aaf796cca8d56,"[""bc1qEWmHrQBffpn8ruBL7e2LdkRSn""]","[""1xr4xiNJ8tQUySpVzRNCYmYQta""]",[1.12181527],[1.12066726],0.00114801,P2PKH,DE,64513,NORMAL,900033,667
2024-01-01T22:14:49+00:00,192.0.2.215,203.0.113.252,30159,8333,tx_29f0fcece2120a28,"[""bc1qUmHWwLDRwX7GRdPdKmK2vjSJ1""]","[""17Gyb9RWQjpmbTepoAyTi7vYgT""]",[0.0622255],[0.06127325],0.00095225,P2TR,SG,64512,NORMAL,900034,256
2024-01-01T00:25:41+00:00,203.0.113.242,203.0.113.14,27689,8333,tx_7c10f43cda97a421,"[""bc1qyrcoxEUVyFTNuWSTo7MUMjHQA""]","[""1tkSLW5m4BVTXWENfAMxnMoxPS""]",[1.28809673],[1.28741688],0.00067985,P2SH_P2WPKH,IN,64519,NORMAL,900035,700
2024-01-01T04:17:10+00:00,198.51.100.214,192.0.2.211,51863,8333,tx_bb366d71a8687d4a,"[""1UdSnhTK8S2MBtgWvmQ6Uw7GUe""]","[""1HNJyfmyJc1aD6GoTYcqGmXinY""]",[0.53370326],[0.53210474],0.00159852,P2PKH,JP,64520,NORMAL,900036,252
2024-01-01T16:53:43+00:00,203.0.113.50,192.0.2.27,8333,60292,tx_93435aeb1b75000c,"[""bc1qka6ijUZQ2QLCENrYDF9A5Kws7""]","[""1xwV7aW1oATxiA5XsHNgmSi6wN""]",[0.06781844],[0.06637751],0.00144093,P2SH_P2WPKH,BR,64520,NORMAL,900037,275
2024-01-01T12:48:05+00:00,198.51.100.178,203.0.113.252,38123,41400,tx_606fa5ac5ade3805,"[""bc1qm2wyqdRX1PLqRwzvTbppbtfzF""]","[""3cK5RZVqcJugkg897SQsNcQqAD""]",[0.72773346],[0.72633325],0.00140021,P2WPKH,AU,64515,NORMAL,900038,613
2024-01-01T01:58:03+00:00,192.0.2.73,192.0.2.57,8333,8333,tx_f7cdee0065471b03,"[""bc1qoGBWRJhmcFkMvrr4Fu3tMSJ5E""]","[""1ktSoBvW9gb2Sedj26iU9xWC4H""]",[1.33380423],[1.3323525],0.00145173,P2WPKH,SG,64517,NORMAL,900039,538
2024-01-01T05:46:52+00:00,192.0.2.162,198.51.100.224,8333,8333,tx_108160376f52cec3,"[""1NcqbRWMxDmGdRFwrT3MpXntRR""]","[""1GLjeQXcaPUpcNPmWJLHF8oDM8""]",[0.23336487],[0.23232374],0.00104113,P2PKH,IN,64514,NORMAL,900040,306
2024-01-01T16:33:33+00:00,192.0.2.150,192.0.2.120,8333,8333,tx_dc5b04042320e2a3,"[""bc1qka6ijUZQ2QLCENrYDF9A5Kws7""]","[""bc1qUmHWwLDRwX7GRdPdKmK2vjSJ1""]",[0.79278003],[0.7920741],0.00070593,P2SH_P2WPKH,BR,64520,NORMAL,900041,250
2024-01-01T10:38:24+00:00,198.51.100.211,203.0.113.194,8333,10807,tx_a5ee3a954177634a,"[""bc1qksCBC6gxRgkGYeAFWhHWHj1zt""]","[""1NrAszf1JwA9bHtC8jx291PssG""]",[1.00019734],[0.99922693],0.00097041,P2TR,AU,64516,NORMAL,900042,636
2024-01-01T21:02:46+00:00,192.0.2.251,198.51.100.146,8333,65260,tx_f0c63013c8b5af47,"[""1iWAH9GpcbHpeUzeSQF9ZY6q4x""]","[""13wXFDuWPLusxFF2jDSNJx5rJP""]",[0.963267],[0.96204114],0.00122586,P2TR,CA,64514,NORMAL,900043,213
2024-01-01T14:37:26+00:00,192.0.2.138,198.51.100.123,14555,8333,tx_988bc38536f71f78,"[""1UsefiMWVVkEZXszspBj6KZjhg""]","[""1y9H8y7pcAJKfEnNEkhwHZYHzw""]",[1.12755699],[1.12674845],0.00080854,P2WPKH,FR,64513,NORMAL,900044,666
2024-01-01T14:23:33+00:00,203.0.113.146,192.0.2.101,11374,8333,tx_c864606ba2de4898,"[""1WGEeP44KYfyvikXKb1w7U9yHo""]","[""bc1qYhGJV5nKGJNMzb69AFRmAnE5T""]",[1.0630349],[1.06289975],0.00013515,P2TR,FR,64518,NORMAL,900045,213
2024-01-01T02:52:29+00:00,203.0.113.63,203.0.113.244,8333,8333,tx_bd638bab601510ca,"[""1Gx5Vtxwc74ibv16qwGBTYXExS""]","[""1vXmv9qnXVg1z62HEvAcofaU8r""]",[0.6846993],[0.68373126],0.00096804,P2SH_P2WPKH,US,64514,NORMAL,900046,426
2024-01-01T15:44:47+00:00,198.51.100.211,192.0.2.175,53251,44547,tx_a64a6081c25bc073,"[""bc1qoGBWRJhmcFkMvrr4Fu3tMSJ5E""]","[""1qtBmUNJAEqN76R7PwPfHt3oWb""]",[1.01997671],[1.0194966],0.00048011,P2WPKH,SG,64517,NORMAL,900047,288
2024-01-01T22:12:02+00:00,203.0.113.138,203.0.113.44,8333,8333,tx_71cbe5930e60b184,"[""14QvK5ixw6gfZRWecspz3VtdiD""]","[""1Mq51Wgd75bEZH9Py5yGQKBVvb""]",[0.41531322],[0.41507847],0.00023475,P2WPKH,FR,64519,NORMAL,900048,321
2024-01-01T05:17:17+00:00,203.0.113.202,192.0.2.134,50212,8333,tx_e0ecf01c783f017f,"[""1xW5kFHsshejtDU8bFiAJuA54B""]","[""1DfZpy9x5JrswTNsZJu1KoLvee""]",[1.19808067],[1.19722163],0.00085904,P2PKH,NL,64516,NORMAL,900049,524
2024-01-01T22:27:40+00:00,198.51.100.148,198.51.100.248,6267,24589,tx_838369c4e90e0aa5,"[""1GLjeQXcaPUpcNPmWJLHF8oDM8""]","[""1rSxZu1jxbWT4DaQgqYhVq4EJc""]",[0.97162547],[0.97104534],0.00058013,P2WPKH,ZA,64520,NORMAL,900050,394
2024-01-01T18:17:56+00:00,198.51.100.249,203.0.113.96,5692,8333,tx_5ae28e21fadc66c0,"[""1NrAszf1JwA9bHtC8jx291PssG""]","[""1k7YnV5z6MfA59JghecnMRfaKW""]",[0.60685426],[0.60620403],0.00065023,P2PKH,SG,64517,NORMAL,900051,671
2024-01-01T15:48:28+00:00,198.51.100.178,198.51.100.129,8333,8333,tx_37ff5fe09fd80f0b,"[""1DA23GXgwr5WTyhdDnmRYSGAim""]","[""bc1qyrcoxEUVyFTNuWSTo7MUMjHQA""]",[1.45314097],[1.45180692],0.00133405,P2TR,US,64513,NORMAL,900052,535
2024-01-01T07:03:53+00:00,198.51.100.113,203.0.113.234,8333,8333,tx_a62994745441566b,"[""bc1qm2wyqdRX1PLqRwzvTbppbtfzF""]","[""3xX8u5SY5dhk4AAtdL6G8cqTff""]",[0.95541111],[0.9536678],0.00174331,P2SH_P2WPKH,AU,64515,NORMAL,900053,467
2024-01-01T13:22:39+00:00,192.0.2.117,203.0.113.103,8333,8333,tx_c579d630ebe9c38f,"[""1xwV7aW1oATxiA5XsHNgmSi6wN""]","[""1f5kxGS8ydGef3g6TjedaMHEjn""]",[1.10156927],[1.09978773],0.00178154,P2TR,IN,64520,NORMAL,900054,578
2024-01-01T16:40:00+00:00,203.0.113.139,192.0.2.63,8333,8333,tx_67112d3cdc40d5e4,"[""1y9H8y7pcAJKfEnNEkhwHZYHzw""]","[""1NFNrB5Zh8aZDzrPPouiuAG7AH""]",[0.35687919],[0.35536035],0.00151884,P2WPKH,US,64513,NORMAL,900055,393
2024-01-01T14:15:48+00:00,192.0.2.80,192.0.2.152,21972,53290,tx_d290936b4e01bf96,"[""bc1qWmXhCt95nrW3KD3sDy3MLZSub""]","[""3uUZM6Sj7C9XMG1HRGVqJNLeod""]",[0.82662441],[0.82492253],0.00170188,P2WPKH,AU,64516,NORMAL,900056,358
2024-01-01T11:18:50+00:00,192.0.2.141,198.51.100.87,8333,8333,tx_00a5de67fbd59fbd,"[""1WGEeP44KYfyvikXKb1w7U9yHo""]","[""1UsefiMWVVkEZXszspBj6KZjhg""]",[0.66253433],[0.66156116],0.00097317,P2SH_P2WPKH,FR,64518,NORMAL,900057,307
2024-01-01T19:11:37+00:00,203.0.113.112,192.0.2.161,8333,8333,tx_92df6973ed4cf6a6,"[""1GA74KRxgTGxzBuMdoMDqBYZWY""]","[""bc1q3g5GhkKFp6U7qhnx7VBmLz23M""]",[1.09769811],[1.09717036],0.00052775,P2PKH,NL,64519,NORMAL,900058,500
2024-01-01T20:40:32+00:00,198.51.100.17,203.0.113.215,9156,14620,tx_f7a13b38e9450db1,"[""bc1qVWrKrRZaTBuDtf9xH4iXxQc7n""]","[""1BCvmrgtzBoV3TQkoGVgKqpsVF""]",[0.89784623],[0.89640442],0.00144181,P2WPKH,BR,64513,NORMAL,900059,386
2024-01-01T01:46:14+00:00,198.51.100.220,192.0.2.246,8333,8333,tx_f7e476a1c2dd7c4c,"[""bc1qm2wyqdRX1PLqRwzvTbppbtfzF""]","[""1yHCeH37fUPosMUfZ8RzdDH3nU""]",[0.24460161],[0.24347507],0.00112654,P2WPKH,AU,64515,NORMAL,900060,488
2024-01-01T13:38:46+00:00,192.0.2.223,192.0.2.71,25838,52321,tx_e2aeee62b5178f85,"[""1xwV7aW1oATxiA5XsHNgmSi6wN""]","[""1dg4gp7qEhEHj6BGCc5B1TVmfX""]",[0.06430183],[0.06351638],0.00078545,P2TR,IN,64520,NORMAL,900061,503
2024-01-01T17:30:10+00:00,198.51.100.244,198.51.100.134,21024,8333,tx_9d6a0a751b8f1fc5,"[""3n6ZiC3GnVVaagBQQKRTrNkf4s""]","[""3ZbYV6f3yUpMfH26Fkvxde2qku""]",[1.41543166],[1.41366295],0.00176871,P2SH_P2WPKH,IN,64517,NORMAL,900062,445
2024-01-01T05:17:47+00:00,192.0.2.109,198.51.100.98,8333,8333,tx_8435da5f65ad790c,"[""3KHowjfxAN6ejAPLimjS9fn6Lc""]","[""bc1qUmHWwLDRwX7GRdPdKmK2vjSJ1""]",[0.29720175],[0.29526078],0.00194097,P2PKH,JP,64517,NORMAL,900063,515
2024-01-01T19:42:33+00:00,198.51.100.32,198.51.100.2,8333,8333,tx_be674bf092d799e4,"[""3KHowjfxAN6ejAPLimjS9fn6Lc""]","[""15jNgMjw8ozLZLjTMSmKc9DTjR""]",[0.27566408],[0.27433364],0.00133044,P2SH_P2WPKH,JP,64517,NORMAL,900064,345
2024-01-01T15:00:27+00:00,203.0.113.216,198.51.100.34,8333,8333,tx_d21709df0e1de6b2,"[""3n6ZiC3GnVVaagBQQKRTrNkf4s""]","[""14r6idFbpow3CTyvC3vSsYCpxK""]",[0.20911254],[0.20885217],0.00026037,P2SH_P2WPKH,IN,64517,NORMAL,900065,343
2024-01-01T07:26:55+00:00,192.0.2.158,192.0.2.24,8333,65257,tx_bfbab40392d7f295,"[""1yHCeH37fUPosMUfZ8RzdDH3nU""]","[""bc1qyrcoxEUVyFTNuWSTo7MUMjHQA""]",[1.30330766],[1.30251597],0.00079169,P2WPKH,US,64520,NORMAL,900066,658
2024-01-01T12:37:32+00:00,192.0.2.172,192.0.2.175,8333,24707,tx_90ebe072558d7c97,"[""1rSxZu1jxbWT4DaQgqYhVq4EJc""]","[""1y9H8y7pcAJKfEnNEkhwHZYHzw""]",[0.85006393],[0.84833308],0.00173085,P2WPKH,GB,64516,NORMAL,900067,571
2024-01-01T19:31:38+00:00,192.0.2.154,198.51.100.179,5008,46493,tx_23132df1b13be2e2,"[""3n6ZiC3GnVVaagBQQKRTrNkf4s""]","[""bc1qyxQdDn53jFrK6wFx7RJWhvQBQ""]",[1.45285606],[1.45224123],0.00061483,P2TR,IN,64517,NORMAL,900068,457
2024-01-01T02:20:11+00:00,192.0.2.137,192.0.2.1,22294,8333,tx_814206e8175e9c9f,"[""1tkSLW5m4BVTXWENfAMxnMoxPS""]","[""1GLjeQXcaPUpcNPmWJLHF8oDM8""]",[0.99053598],[0.98925225],0.00128373,P2SH_P2WPKH,GB,64517,NORMAL,900069,618
2024-01-01T17:11:23+00:00,192.0.2.146,198.51.100.242,8333,8333,tx_abe1c2eaad4c0e98,"[""bc1qYhGJV5nKGJNMzb69AFRmAnE5T""]","[""1cGw8W9tWjacfMqzVguozZUvcV""]",[1.10774599],[1.10643324],0.00131275,P2PKH,JP,64517,NORMAL,900070,256
2024-01-01T06:24:24+00:00,198.51.100.40,192.0.2.15,8333,8333,tx_d9fd1d35c4d5cbef,"[""bc1qtGnBLc1cT6Fv8W8ivAYnKZnJT""]","[""1xwV7aW1oATxiA5XsHNgmSi6wN""]",[0.83811334],[0.8375418],0.00057154,P2TR,AU,64519,NORMAL,900071,551
2024-01-01T16:04:33+00:00,203.0.113.47,203.0.113.109,8333,23855,tx_2ec4ef65497974e1,"[""1BCvmrgtzBoV3TQkoGVgKqpsVF""]","[""1xwV7aW1oATxiA5XsHNgmSi6wN""]",[0.26781905],[0.26646787],0.00135118,P2TR,BR,64515,NORMAL,900072,691
2024-01-01T14:25:27+00:00,198.51.100.138,203.0.113.127,8333,8333,tx_e7101bede6a75bdc,"[""1k7YnV5z6MfA59JghecnMRfaKW""]","[""1vXmv9qnXVg1z62HEvAcofaU8r""]",[0.82208793],[0.82043619],0.00165174,P2WPKH,BR,64518,NORMAL,900073,435
2024-01-01T17:50:12+00:00,192.0.2.38,198.51.100.37,8333,10835,tx_782317f2c6e06b16,"[""12AwfksV395GriQQRd3fAkVQQV""]","[""1UsefiMWVVkEZXszspBj6KZjhg""]",[0.16454027],[0.16433999],0.00020028,P2PKH,CA,64514,NORMAL,900074,402
2024-01-01T07:10:02+00:00,192.0.2.210,203.0.113.120,8333,8333,tx_a300b12cb9bb4c3a,"[""bc1qW58vzYfb2hZdGnAKU1gPGdTCj""]","[""1pCYaRc8HrHnVEgKmYD89w5VCz""]",[0.74225358],[0.74093082],0.00132276,P2SH_P2WPKH,IN,64513,NORMAL,900075,505
2024-01-01T13:28:02+00:00,203.0.113.50,198.51.100.193,8333,8333,tx_f48e4357b610ce9d,"[""3ZbYV6f3yUpMfH26Fkvxde2qku""]","[""1kQbziP4SJD8wuW6jEihf24sNG""]",[0.6164299],[0.61568602],0.00074388,P2SH_P2WPKH,NL,64512,NORMAL,900076,593
2024-01-01T01:01:45+00:00,203.0.113.223,192.0.2.128,11606,8333,tx_e8545c782bb1aed3,"[""1yHCeH37fUPosMUfZ8RzdDH3nU""]","[""bc1qtGnBLc1cT6Fv8W8ivAYnKZnJT""]",[0.18646529],[0.18580354],0.00066175,P2TR,US,64520,NORMAL,900077,409
2024-01-01T14:10:17+00:00,198.51.100.219,192.0.2.58,8333,8333,tx_8be9e04b6b5790b0,"[""1UsefiMWVVkEZXszspBj6KZjhg""]","[""bc1q2RxX3hRQHp2Ps5PGojh7repqN""]",[0.61292335],[0.61197191],0.00095144,P2PKH,FR,64513,NORMAL,900078,342
2024-01-01T01:19:36+00:00,198.51.100.65,203.0.113.46,8333,8333,tx_756a0ce44ae8e94d,"[""1TeLszoxmh2fXHisredFo4eXBa""]","[""bc1qyrcoxEUVyFTNuWSTo7MUMjHQA""]",[0.17120736],[0.1710223],0.00018506,P2SH_P2WPKH,IN,64518,NORMAL,900079,694
2024-01-01T15:17:25+00:00,203.0.113.1,198.51.100.242,8333,7410,tx_98775574df875ff7,"[""3xX8u5SY5dhk4AAtdL6G8cqTff""]","[""bc1qka6ijUZQ2QLCENrYDF9A5Kws7""]",[1.2571407],[1.25684555],0.00029515,P2PKH,SG,64515,NORMAL,900080,558
2024-01-01T14:23:23+00:00,203.0.113.175,198.51.100.163,57188,8333,tx_9d5876a51322371a,"[""3ZbYV6f3yUpMfH26Fkvxde2qku""]","[""1WGEeP44KYfyvikXKb1w7U9yHo""]",[0.46071013],[0.4594504],0.00125973,P2PKH,NL,64512,NORMAL,900081,300
2024-01-01T15:35:38+00:00,192.0.2.40,198.51.100.216,8333,8333,tx_d62f40cca7aeac6a,"[""1iWAH9GpcbHpeUzeSQF9ZY6q4x""]","[""1qtBmUNJAEqN76R7PwPfHt3oWb""]",[1.23422517],[1.2325761],0.00164907,P2SH_P2WPKH,CA,64514,NORMAL,900082,458
2024-01-01T05:15:24+00:00,203.0.113.200,198.51.100.48,8333,8333,tx_c9506d9a7c9c0764,"[""bc1q6JVjUYfVTJEqZ8PU8KkkeYajL""]","[""1gozfNvd3ux263irdHiErdTgh2""]",[0.39759673],[0.39579581],0.00180092,P2SH_P2WPKH,US,64515,NORMAL,900083,247
2024-01-01T23:34:24+00:00,192.0.2.77,192.0.2.232,8333,8333,tx_1ce2290c53897602,"[""3NP1CxAdjS5Aph26paERTWNBQL""]","[""1UsefiMWVVkEZXszspBj6KZjhg""]",[0.30908175],[0.30792553],0.00115622,P2WPKH,ZA,64517,NORMAL,900084,270
2024-01-01T06:48:25+00:00,203.0.113.72,198.51.100.27,8333,63529,tx_7356adf47f51c055,"[""1ktSoBvW9gb2Sedj26iU9xWC4H""]","[""1TeLszoxmh2fXHisredFo4eXBa""]",[0.89628997],[0.89474539],0.00154458,P2WPKH,JP,64517,NORMAL,900085,500
