wallet_id,transaction_count,incoming_transaction_count,outgoing_transaction_count,total_received,total_sent,average_received,average_sent,maximum_transaction,amount_variance,unique_counterparties,unique_ips,unique_asns,unique_countries,transactions_per_hour,transactions_per_day,average_time_between_transactions,minimum_time_between_transactions,fan_in_ratio,fan_out_ratio,graph_degree,graph_in_degree,graph_out_degree
synthetic_wallet_000081,16,12,4,79.8177661,5.8471797,6.65148051,0.48726497,17.64951034,27.81523643,0,4,3,5,60.0,1.0,125367.66666667,292.0,13.65064359,0.07325662,16,12,4
synthetic_wallet_000082,21,13,8,66.16842992,18.89637808,5.08987922,1.18102363,14.62223227,15.9831967,0,4,6,5,60.0,1.0,148746.25,354.0,3.50164617,0.28557997,21,13,8
synthetic_wallet_000083,14,10,4,89.85398886,5.34364579,8.98539889,0.44530382,17.41018541,37.70067387,0,2,3,5,60.0,1.0,126467.92307692,240.0,16.81510946,0.05947032,14,10,4
synthetic_wallet_000084,16,6,10,23.12916659,12.24298603,3.8548611,0.58299933,15.66787096,8.45646662,0,3,4,8,60.0,1.0,164317.86666667,2491.0,1.88917692,0.52933105,16,6,10
synthetic_wallet_000085,21,15,6,98.23363748,5.89549521,6.54890917,0.4211068,14.88292306,19.03800617,0,3,7,6,60.0,1.0,88051.45,43.0,16.66249127,0.06001504,21,15,6
synthetic_wallet_000086,22,12,10,78.24649629,22.61099144,6.52054136,1.19005218,15.60050637,20.09312724,0,5,7,6,60.0,1.0,135456.14285714,21.0,3.46055132,0.2889713,22,12,10
synthetic_wallet_000087,14,11,3,75.76267148,2.44357812,6.88751559,0.40726302,16.37198105,30.40173897,0,2,4,3,60.0,1.0,178438.23076923,356.0,31.00480842,0.03225306,14,11,3
synthetic_wallet_000088,26,16,10,83.45928044,26.62611596,5.21620503,1.3313058,13.82660124,13.71428238,0,4,9,9,60.0,1.0,116794.32,110.0,3.13448948,0.31903122,26,16,10
synthetic_wallet_000089,18,11,7,86.37211708,5.93984707,7.85201064,0.5399861,17.39616574,30.43107298,0,3,4,7,60.0,1.0,175159.58823529,333.0,14.54113482,0.06877042,18,11,7
synthetic_wallet_000090,15,10,5,93.70712187,7.73235294,9.37071219,1.28872549,16.77494538,32.48799364,0,1,6,3,60.0,1.0,174820.35714286,306.0,12.11883661,0.08251617,15,10,5
synthetic_wallet_000091,11,6,5,18.69032639,11.22526187,3.1150544,0.86348168,10.87882809,5.64313837,0,5,5,4,60.0,1.0,262422.7,138.0,1.66502364,0.60059207,11,6,5
synthetic_wallet_000092,12,10,2,50.05426707,3.42553257,5.00542671,0.85638314,14.07676015,20.92646654,0,1,3,2,60.0,1.0,235333.54545455,23.0,14.61211244,0.06843637,12,10,2
synthetic_wallet_000093,21,13,8,91.53107909,13.13826861,7.04085224,0.77283933,17.38119229,24.65411447,0,1,7,7,60.0,1.0,113774.25,165.0,6.96675352,0.14353888,21,13,8
synthetic_wallet_000094,10,6,4,52.38451551,20.38662622,8.73075258,2.91237517,17.14081954,32.40468649,0,2,4,4,60.0,1.0,296685.11111111,38158.0,2.56955295,0.38917275,10,6,4
synthetic_wallet_000095,20,13,7,83.14562597,11.00702191,6.39581738,0.61150122,17.42931342,23.78516689,0,5,6,5,60.0,1.0,152546.36842105,477.0,7.55387122,0.13238245,20,13,7
synthetic_wallet_000096,22,12,10,78.94883218,15.23130043,6.57906935,0.84618336,14.33939299,18.96703501,0,4,8,7,60.0,1.0,130478.71428571,367.0,5.18332841,0.19292623,22,12,10
synthetic_wallet_000097,16,9,7,50.46822148,14.43541937,5.60758016,2.06220277,12.87147154,14.55553597,0,1,6,6,60.0,1.0,186321.13333333,75.0,3.49613823,0.28602988,16,9,7
synthetic_wallet_000098,17,12,5,61.32490134,7.29403689,5.11040845,1.04200527,15.31011123,21.99117924,0,2,5,5,60.0,1.0,175352.5,461.0,8.40753924,0.11894087,17,12,5
synthetic_wallet_000099,18,9,9,32.18233541,26.91725385,3.57581505,1.49540299,12.91771922,10.27844256,0,4,6,8,60.0,1.0,152303.0,16812.0,1.19560248,0.8363984,18,9,9
synthetic_wallet_000100,14,10,4,88.14883933,13.75617771,8.81488393,1.37561777,15.88658912,28.32155416,0,2,5,3,60.0,1.0,178254.61538462,351.0,6.40794567,0.15605625,14,10,4
synthetic_wallet_000101,12,8,4,46.74467063,6.59621944,5.84308383,0.94231706,16.68371233,25.09406336,0,2,4,5,60.0,1.0,218143.45454545,41221.0,7.08658513,0.14111169,12,8,4
synthetic_wallet_000102,9,6,3,37.91309121,4.6694058,6.31884853,1.5564686,13.4732648,21.63909644,0,1,3,4,60.0,1.0,306086.5,37749.0,8.11946805,0.12316078,9,6,3
synthetic_wallet_000103,19,13,6,82.17111739,20.7473734,6.32085518,1.15263186,16.86351639,20.54400036,0,5,6,6,60.0,1.0,141106.44444444,77.0,3.96055519,0.25248985,19,13,6
synthetic_wallet_000104,10,8,2,57.66993449,1.191852,7.20874181,0.2383704,16.1166685,31.67621184,0,2,3,3,60.0,1.0,169657.22222222,9249.0,48.38682529,0.02066678,10,8,2
synthetic_wallet_000105,20,14,6,71.53142688,12.56223488,5.10938763,1.57027936,17.39127874,21.50377401,0,2,5,5,60.0,1.0,147477.0,89.0,5.6941641,0.1756184,20,14,6
synthetic_wallet_000106,20,10,10,44.74644667,36.06830394,4.47464467,1.24373462,10.99422384,8.96362015,0,6,9,7,60.0,1.0,143723.63157895,370.0,1.24060302,0.80605962,20,10,10
synthetic_wallet_000107,17,9,8,71.83318025,41.09924869,7.98146447,1.86814767,17.36114905,23.98031778,0,4,6,7,60.0,1.0,143092.5,160.0,1.74779789,0.57214853,17,9,8
synthetic_wallet_000108,16,8,8,21.07446632,18.09718017,2.63430829,2.0107978,10.84568069,8.39731642,0,1,6,7,60.0,1.0,179729.93333333,13244.0,1.16451658,0.85872543,16,8,8
synthetic_wallet_000109,13,10,3,58.8140702,3.30924776,5.88140702,0.30084071,14.6685433,17.66898555,0,4,4,3,60.0,1.0,245681.0,149.0,17.77264033,0.05626626,13,10,3
synthetic_wallet_000110,18,10,8,82.72993642,24.30717601,8.27299364,1.15748457,17.91708917,24.44843087,0,4,7,7,60.0,1.0,169545.29411765,20.0,3.40351904,0.29381355,18,10,8
synthetic_wallet_000111,11,4,7,6.44552002,8.14075355,1.61138001,0.5427169,3.02974343,0.40103552,0,4,5,7,60.0,1.0,273359.8,44397.0,0.79175963,1.26300958,11,4,7
synthetic_wallet_000112,25,20,5,105.17074073,7.06654528,5.25853704,0.7851717,17.89186049,20.26463564,0,3,5,4,60.0,1.0,109476.54166667,83.0,14.88290764,0.06719117,25,20,5
synthetic_wallet_000113,18,13,5,63.6303948,9.4747149,4.89464575,0.86133772,14.70262349,19.80402851,0,4,4,5,60.0,1.0,151097.0,75.0,6.71581103,0.14890234,18,13,5
synthetic_wallet_000114,13,10,3,54.64299581,14.6261893,5.46429958,1.46261893,14.03276056,14.44173355,0,3,3,3,60.0,1.0,208466.75,118.0,3.73596941,0.26766814,13,10,3
synthetic_wallet_000115,14,6,8,58.46819316,22.12614548,9.74469886,1.70201119,15.92896958,30.96935171,0,1,6,6,60.0,1.0,221353.53846154,66.0,2.64249339,0.37843046,14,6,8
synthetic_wallet_000116,14,10,4,77.65427134,5.31295647,7.76542713,0.66411956,17.89149524,39.81509851,0,2,5,5,60.0,1.0,204272.53846154,18615.0,14.61601874,0.06841808,14,10,4
synthetic_wallet_000117,12,11,1,84.1814705,0.7059898,7.65286095,0.17649745,14.25658362,26.53647457,0,2,2,2,60.0,1.0,148188.09090909,122.0,119.23893306,0.00838652,12,11,1
synthetic_wallet_000118,16,12,4,80.49833455,1.72466316,6.70819455,0.24638045,16.95073653,32.02958325,0,3,3,4,60.0,1.0,174198.53333333,89.0,46.67481536,0.02142483,16,12,4
synthetic_wallet_000119,22,13,9,67.23287164,18.0092697,5.17175936,1.12557936,17.02192256,15.14901873,0,5,7,8,60.0,1.0,126613.61904762,30.0,3.73323698,0.26786406,22,13,9
synthetic_wallet_000120,26,14,12,60.20531748,30.78359355,4.30037982,1.09941406,13.60416905,9.57738849,0,5,7,10,60.0,1.0,111601.4,15.0,1.95575989,0.51131021,26,14,12
synthetic_wallet_000121,17,13,4,91.78988037,16.28597752,7.06076003,1.62859775,15.44630904,24.70381006,0,3,5,3,60.0,1.0,177487.375,305.0,5.63612962,0.17742672,17,13,4
synthetic_wallet_000122,16,9,7,91.33289103,11.51782483,10.148099,0.63987916,17.61503369,32.65415957,0,5,4,5,60.0,1.0,178470.06666667,323.0,7.92969961,0.12610818,16,9,7
synthetic_wallet_000123,17,11,6,74.70535249,14.16580109,6.79139568,1.41658011,15.68899313,22.18594205,0,2,5,5,60.0,1.0,149430.4375,136.0,5.27364122,0.1896223,17,11,6
synthetic_wallet_000124,18,8,10,51.15848048,32.62184434,6.39481006,2.03886527,17.5318434,24.60254621,0,3,8,6,60.0,1.0,134664.29411765,7493.0,1.56822772,0.6376625,18,8,10
synthetic_wallet_000125,19,8,11,46.96747228,14.41108712,5.87093404,0.45034647,17.80213016,12.49375595,0,7,5,8,60.0,1.0,160581.33333333,382.0,3.2591207,0.30683123,19,8,11
synthetic_wallet_000126,11,7,4,53.14937855,14.44957854,7.59276836,2.40826309,17.31384163,39.19271601,0,1,4,5,60.0,1.0,252838.8,75.0,3.67826497,0.27186731,11,7,4
synthetic_wallet_000127,15,8,7,65.7213102,23.34863026,8.21516378,1.94571919,16.35708696,20.18756947,0,2,4,6,60.0,1.0,176700.64285714,127.0,2.81478226,0.35526727,15,8,7
synthetic_wallet_000128,23,14,9,122.93563032,11.67424728,8.78111645,0.46696989,17.78464172,28.02491022,0,4,7,9,60.0,1.0,131290.04545455,189.0,10.53049737,0.09496228,23,14,9
synthetic_wallet_000129,22,15,7,123.17773618,25.95322721,8.21184908,1.29766136,17.39451335,30.97709264,0,5,5,6,60.0,1.0,125374.47619048,24.0,4.74614333,0.21069739,22,15,7
synthetic_wallet_000130,15,11,4,97.73122519,17.3771832,8.88465684,1.73771832,17.55470115,35.19400965,0,3,5,4,60.0,1.0,117244.5,24.0,5.62411204,0.17780585,15,11,4
synthetic_wallet_000131,12,9,3,35.78043879,23.69800986,3.97560431,3.94966831,17.73312921,29.49121586,0,2,4,2,60.0,1.0,242039.54545455,335.0,1.50984994,0.66231747,12,9,3
synthetic_wallet_000132,13,7,6,42.66964247,4.44063736,6.09566321,0.31718838,15.61350425,16.69908616,0,4,3,5,60.0,1.0,218755.75,39675.0,9.60890048,0.10407018,13,7,6
synthetic_wallet_000133,12,6,6,33.50007759,20.59817461,5.58334626,1.28738591,15.76884026,15.25073268,0,4,5,7,60.0,1.0,203126.36363636,72.0,1.62636147,0.61486946,12,6,6
synthetic_wallet_000134,18,10,8,42.29207334,13.69634847,4.22920733,0.65220707,9.79828878,6.17176689,0,2,6,8,60.0,1.0,155748.64705882,210.0,3.08783567,0.32385143,18,10,8
synthetic_wallet_000135,14,10,4,97.78607125,38.67158497,9.77860713,3.22263208,17.89674444,33.81577836,0,3,4,4,60.0,1.0,185030.23076923,62.0,2.52862848,0.3954713,14,10,4
synthetic_wallet_000136,10,7,3,54.83871959,15.93000336,7.8341028,3.18600067,17.88251005,24.40485472,0,1,4,4,60.0,1.0,272420.77777778,85930.0,3.4424801,0.29048824,10,7,3
synthetic_wallet_000137,16,6,10,11.81344756,27.31737563,1.96890793,1.30082741,6.78691871,2.80548976,0,6,6,9,60.0,1.0,165807.53333333,10851.0,0.43245177,2.31239657,16,6,10
synthetic_wallet_000138,16,11,5,96.0153407,20.03054692,8.72866734,1.82095881,17.88095062,32.70321446,0,3,5,5,60.0,1.0,164509.33333333,10.0,4.79344578,0.20861819,16,11,5
